,Material,Space group,Exciton Binding Energy,Stoichiometry,Crystal Type,media_Z,media_pon_Z,max_Z,min_Z,desvio_Z,desvio_pon_Z,media_Electronegativity,media_pon_Electronegativity,max_Electronegativity,min_Electronegativity,desvio_Electronegativity,desvio_pon_Electronegativity,media_IonizationPotential,media_pon_IonizationPotential,max_IonizationPotential,min_IonizationPotential,desvio_IonizationPotential,desvio_pon_IonizationPotential,media_ElectronAffinity,media_pon_ElectronAffinity,max_ElectronAffinity,min_ElectronAffinity,desvio_ElectronAffinity,desvio_pon_ElectronAffinity,media_HOMO,media_pon_HOMO,max_HOMO,min_HOMO,desvio_HOMO,desvio_pon_HOMO,media_LUMO,media_pon_LUMO,max_LUMO,min_LUMO,desvio_LUMO,desvio_pon_LUMO,media_r_s_orbital,media_pon_r_s_orbital,max_r_s_orbital,min_r_s_orbital,desvio_r_s_orbital,desvio_pon_r_s_orbital,media_r_p_orbital,media_pon_r_p_orbital,max_r_p_orbital,min_r_p_orbital,desvio_r_p_orbital,desvio_pon_r_p_orbital,media_r_d_orbital,media_pon_r_d_orbital,max_r_d_orbital,min_r_d_orbital,desvio_r_d_orbital,desvio_pon_r_d_orbital,media_r_atomic_nonbonded,media_pon_r_atomic_nonbonded,max_r_atomic_nonbonded,min_r_atomic_nonbonded,desvio_r_atomic_nonbonded,desvio_pon_r_atomic_nonbonded,media_r_valence_lastorbital,media_pon_r_valence_lastorbital,max_r_valence_lastorbital,min_r_valence_lastorbital,desvio_r_valence_lastorbital,desvio_pon_r_valence_lastorbital,media_r_covalent,media_pon_r_covalent,max_r_covalent,min_r_covalent,desvio_r_covalent,desvio_pon_r_covalent,media_Valence,media_pon_Valence,max_Valence,min_Valence,desvio_Valence,desvio_pon_Valence,media_PeriodicColumn,media_pon_PeriodicColumn,max_PeriodicColumn,min_PeriodicColumn,desvio_PeriodicColumn,desvio_pon_PeriodicColumn,media_PeriodicColumn_upto18,media_pon_PeriodicColumn_upto18,max_PeriodicColumn_upto18,min_PeriodicColumn_upto18,desvio_PeriodicColumn_upto18,desvio_pon_PeriodicColumn_upto18,media_NumberUnfilledOrbitals,media_pon_NumberUnfilledOrbitals,max_NumberUnfilledOrbitals,min_NumberUnfilledOrbitals,desvio_NumberUnfilledOrbitals,desvio_pon_NumberUnfilledOrbitals,media_Polarizability,media_pon_Polarizability,max_Polarizability,min_Polarizability,desvio_Polarizability,desvio_pon_Polarizability
22,Pb2O2,P4/nmm,0.6006308893627917,AB,AB-129-bc,45.0,45.0,82,8,37.0,37.0,2.885,2.885,3.44,2.33,0.5549999999999999,0.5549999999999999,-11.423,-11.423,-6.54,-16.306,4.883000000000001,4.883000000000001,-1.7609,-1.7609,-0.7047,-2.8171,1.0562,1.0562,-6.26325,-6.26325,-3.496,-9.0305,2.76725,2.76725,3.38695,3.38695,4.2084,2.5655,0.82145,0.82145,0.7502,0.7502,1.0396,0.4608,0.28940000000000005,0.28940000000000005,0.9191,0.9191,1.4049,0.4333,0.4858,0.4858,0.8212999999999999,0.8212999999999999,1.075,0.5676,0.2537,0.2537,1.1,1.1,1.47,0.73,0.37,0.37,0.9191,0.9191,1.4049,0.4333,0.4858,0.4858,1.06,1.06,1.46,0.66,0.39999999999999997,0.39999999999999997,17.0,17.0,28.0,6.0,11.0,11.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,26.475,26.475,47.71,5.24,21.235,21.235
23,Sc2O2,P-6m2,0.6395519652825769,AB,AB-187-hi,14.5,14.5,21,8,6.5,6.5,2.4,2.4,3.44,1.36,1.04,1.04,-11.6801,-11.6801,-7.0542,-16.306,4.625900000000001,4.625900000000001,-0.98925,-0.98925,0.8386,-2.8171,1.82785,1.82785,-6.1331,-6.1331,-3.2357,-9.0305,2.8974,2.8974,2.012,2.012,4.2084,-0.1844,2.1964,2.1964,1.0557,1.0557,1.6506,0.4608,0.5949000000000001,0.5949000000000001,1.0281500000000001,1.0281500000000001,1.623,0.4333,0.59485,0.59485,0.82795,0.82795,1.075,0.5809,0.24705,0.24705,1.085,1.085,1.44,0.73,0.355,0.355,0.5071,0.5071,0.5809,0.4333,0.07379999999999998,0.07379999999999998,1.18,1.18,1.7,0.66,0.52,0.52,4.5,4.5,6.0,3.0,1.5,1.5,4.5,4.5,6.0,3.0,1.5,1.5,9.5,9.5,16.0,3.0,6.5,6.5,5.5,5.5,9.0,2.0,3.5,3.5,56.12,56.12,107.0,5.24,50.879999999999995,50.879999999999995
24,Pb2Se2,Pmn2_1,0.5412368152196962,AB,AB-31-a,58.0,58.0,82,34,24.0,24.0,2.44,2.44,2.55,2.33,0.10999999999999988,0.10999999999999988,-8.66695,-8.66695,-6.54,-10.7939,2.1269500000000003,2.1269500000000003,-1.61955,-1.61955,-0.7047,-2.5344,0.9148500000000002,0.9148500000000002,-5.00325,-5.00325,-3.496,-6.5105,1.5072500000000002,1.5072500000000002,3.6542,3.6542,4.7429,2.5655,1.0886999999999998,1.0886999999999998,0.9196500000000001,0.9196500000000001,1.0396,0.7997,0.11995000000000006,0.11995000000000006,1.1813500000000001,1.1813500000000001,1.4049,0.9578,0.22355000000000003,0.22355000000000003,0.40365,0.40365,0.5676,0.2397,0.16395,0.16395,1.315,1.315,1.47,1.16,0.15500000000000003,0.15500000000000003,1.1813500000000001,1.1813500000000001,1.4049,0.9578,0.22355000000000003,0.22355000000000003,1.33,1.33,1.46,1.2,0.13,0.13,22.0,22.0,28.0,16.0,6.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,36.975,36.975,47.71,26.24,10.735000000000001,10.735000000000001
25,Sn2S2,P4/mmm,0.343009821865435,AB,AB-123-bd,33.0,33.0,50,16,17.0,17.0,2.27,2.27,2.58,1.96,0.31000000000000005,0.31000000000000005,-9.2779,-9.2779,-6.831,-11.7248,2.4469,2.4469,-1.71735,-1.71735,-0.8358,-2.5989,0.88155,0.88155,-5.3509,-5.3509,-3.6934,-7.0084,1.6575000000000002,1.6575000000000002,3.7682,3.7682,4.6395,2.8969,0.8712999999999999,0.8712999999999999,0.90665,0.90665,1.066,0.7473,0.15935000000000005,0.15935000000000005,1.10235,1.10235,1.3554,0.8493,0.25304999999999994,0.25304999999999994,0.9314,0.9314,1.3934,0.4694,0.462,0.462,1.2149999999999999,1.2149999999999999,1.41,1.02,0.19499999999999995,0.19499999999999995,1.10235,1.10235,1.3554,0.8493,0.25304999999999994,0.25304999999999994,1.22,1.22,1.39,1.05,0.16999999999999993,0.16999999999999993,10.0,10.0,14.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,37.855000000000004,37.855000000000004,56.34,19.37,18.485000000000003,18.485000000000003
26,Tl2S2,P-6m2,0.7258816228414812,AB,AB-187-hi,48.5,48.5,81,16,32.5,32.5,2.31,2.31,2.58,2.04,0.27,0.27,-8.42315,-8.42315,-5.1215,-11.7248,3.30165,3.30165,-1.25365,-1.25365,0.0916,-2.5989,1.3452499999999998,1.3452499999999998,-4.6888000000000005,-4.6888000000000005,-2.3692,-7.0084,2.3196,2.3196,3.6361999999999997,3.6361999999999997,4.6395,2.6329,1.0033,1.0033,0.92235,0.92235,1.0974,0.7473,0.17504999999999998,0.17504999999999998,1.19695,1.19695,1.5446,0.8493,0.34764999999999996,0.34764999999999996,0.9919,0.9919,1.3934,0.5904,0.40149999999999997,0.40149999999999997,1.25,1.25,1.48,1.02,0.22999999999999998,0.22999999999999998,1.19695,1.19695,1.5446,0.8493,0.34764999999999996,0.34764999999999996,1.25,1.25,1.45,1.05,0.19999999999999996,0.19999999999999996,16.5,16.5,27.0,6.0,10.5,10.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,35.485,35.485,51.6,19.37,16.115,16.115
27,Sc2Se2,P-6m2,0.39995344027282936,AB,AB-187-hi,27.5,27.5,34,21,6.5,6.5,1.955,1.955,2.55,1.36,0.5949999999999999,0.5949999999999999,-8.924050000000001,-8.924050000000001,-7.0542,-10.7939,1.8698500000000005,1.8698500000000005,-0.8479000000000001,-0.8479000000000001,0.8386,-2.5344,1.6865,1.6865,-4.8731,-4.8731,-3.2357,-6.5105,1.6374000000000002,1.6374000000000002,2.2792499999999998,2.2792499999999998,4.7429,-0.1844,2.46365,2.46365,1.22515,1.22515,1.6506,0.7997,0.42545000000000005,0.42545000000000005,1.2904,1.2904,1.623,0.9578,0.3326,0.3326,0.4103,0.4103,0.5809,0.2397,0.17059999999999997,0.17059999999999997,1.2999999999999998,1.2999999999999998,1.44,1.16,0.14,0.14,0.76935,0.76935,0.9578,0.5809,0.18845,0.18845,1.45,1.45,1.7,1.2,0.25,0.25,9.5,9.5,16.0,3.0,6.5,6.5,4.5,4.5,6.0,3.0,1.5,1.5,9.5,9.5,16.0,3.0,6.5,6.5,5.5,5.5,9.0,2.0,3.5,3.5,66.62,66.62,107.0,26.24,40.38,40.38
28,Se2Si2,Pmn2_1,0.8064184425274976,AB,AB-31-a,24.0,24.0,34,14,10.0,10.0,2.2249999999999996,2.2249999999999996,2.55,1.9,0.32499999999999996,0.32499999999999996,-9.2398,-9.2398,-7.6857,-10.7939,1.5541000000000005,1.5541000000000005,-1.67035,-1.67035,-0.8063,-2.5344,0.8640500000000001,0.8640500000000001,-5.2957,-5.2957,-4.0809,-6.5105,1.2148000000000003,1.2148000000000003,4.24365,4.24365,4.7429,3.7444,0.49924999999999975,0.49924999999999975,0.87315,0.87315,0.9466,0.7997,0.07345000000000002,0.07345000000000002,1.04915,1.04915,1.1405,0.9578,0.09135000000000004,0.09135000000000004,0.7008,0.7008,1.1619,0.2397,0.46109999999999995,0.46109999999999995,1.135,1.135,1.16,1.11,0.02499999999999991,0.02499999999999991,1.04915,1.04915,1.1405,0.9578,0.09135000000000004,0.09135000000000004,1.155,1.155,1.2,1.11,0.04499999999999993,0.04499999999999993,10.0,10.0,16.0,4.0,6.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,31.775,31.775,37.31,26.24,5.535000000000002,5.535000000000002
29,Tl2Se2,P-6m2,0.5451463516633089,AB,AB-187-hi,57.5,57.5,81,34,23.5,23.5,2.295,2.295,2.55,2.04,0.2549999999999999,0.2549999999999999,-7.957700000000001,-7.957700000000001,-5.1215,-10.7939,2.8362,2.8362,-1.2214,-1.2214,0.0916,-2.5344,1.3130000000000002,1.3130000000000002,-4.43985,-4.43985,-2.3692,-6.5105,2.07065,2.07065,3.6879,3.6879,4.7429,2.6329,1.055,1.055,0.94855,0.94855,1.0974,0.7997,0.14884999999999998,0.14884999999999998,1.2511999999999999,1.2511999999999999,1.5446,0.9578,0.2934,0.2934,0.41505000000000003,0.41505000000000003,0.5904,0.2397,0.17535000000000003,0.17535000000000003,1.3199999999999998,1.3199999999999998,1.48,1.16,0.16000000000000003,0.16000000000000003,1.2511999999999999,1.2511999999999999,1.5446,0.9578,0.2934,0.2934,1.325,1.325,1.45,1.2,0.125,0.125,21.5,21.5,27.0,16.0,5.5,5.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,38.92,38.92,51.6,26.24,12.680000000000001,12.680000000000001
30,Si2Te2,Pmn2_1,0.4838308957795255,AB,AB-31-a,33.0,33.0,52,14,19.0,19.0,2.0,2.0,2.1,1.9,0.10000000000000009,0.10000000000000009,-8.69085,-8.69085,-7.6857,-9.696,1.00515,1.00515,-1.62675,-1.62675,-0.8063,-2.4472,0.8204500000000001,0.8204500000000001,-5.016299999999999,-5.016299999999999,-4.0809,-5.9517,0.9354,0.9354,3.86625,3.86625,3.9881,3.7444,0.12185000000000001,0.12185000000000001,0.94815,0.94815,0.9497,0.9466,0.0015499999999999958,0.0015499999999999958,1.14485,1.14485,1.1492,1.1405,0.004349999999999965,0.004349999999999965,0.7956,0.7956,1.1619,0.4293,0.36629999999999996,0.36629999999999996,1.23,1.23,1.35,1.11,0.12,0.12,1.14485,1.14485,1.1492,1.1405,0.004349999999999965,0.004349999999999965,1.245,1.245,1.38,1.11,0.1349999999999999,0.1349999999999999,10.0,10.0,16.0,4.0,6.0,6.0,5.0,5.0,6.0,4.0,1.0,1.0,15.0,15.0,16.0,14.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,37.155,37.155,37.31,37.0,0.15500000000000114,0.15500000000000114
31,Tl2Te2,P-6m2,0.3666102668682129,AB,AB-187-hi,66.5,66.5,81,52,14.5,14.5,2.0700000000000003,2.0700000000000003,2.1,2.04,0.030000000000000027,0.030000000000000027,-7.4087499999999995,-7.4087499999999995,-5.1215,-9.696,2.28725,2.28725,-1.1778,-1.1778,0.0916,-2.4472,1.2694,1.2694,-4.16045,-4.16045,-2.3692,-5.9517,1.7912499999999998,1.7912499999999998,3.3105,3.3105,3.9881,2.6329,0.6776000000000002,0.6776000000000002,1.02355,1.02355,1.0974,0.9497,0.07384999999999997,0.07384999999999997,1.3469,1.3469,1.5446,1.1492,0.1977,0.1977,0.50985,0.50985,0.5904,0.4293,0.08055000000000001,0.08055000000000001,1.415,1.415,1.48,1.35,0.06499999999999995,0.06499999999999995,1.3469,1.3469,1.5446,1.1492,0.1977,0.1977,1.415,1.415,1.45,1.38,0.03500000000000003,0.03500000000000003,21.5,21.5,27.0,16.0,5.5,5.5,4.5,4.5,6.0,3.0,1.5,1.5,14.5,14.5,16.0,13.0,1.5,1.5,3.5,3.5,5.0,2.0,1.5,1.5,44.3,44.3,51.6,37.0,7.300000000000001,7.300000000000001
32,BaBr2,P-3m1,1.850439171046954,AB2,AB2-164-bd,45.5,42.0,56,35,10.5,11.067971810589327,1.925,2.27,2.96,0.89,1.0350000000000001,1.0909857927580908,-8.92595,-10.118766666666668,-5.3475,-12.5044,3.57845,3.7720174976765124,-1.2291,-1.9910666666666668,1.0568,-3.515,2.2859,2.409550167792966,-5.5439,-6.315433333333334,-3.2293,-7.8585,2.3146,2.439802624075244,1.7493499999999997,2.9726666666666666,5.4193,-1.9206,3.66995,3.8684669663116478,1.4740499999999999,1.2331666666666665,2.1967,0.7514,0.72265,0.7617399837068931,1.6264,1.3787333333333336,2.3694,0.8834,0.7430000000000001,0.7831907671683687,0.7472,0.5741666666666666,1.2663,0.2281,0.5191,0.5471794444644685,1.56,1.42,1.98,1.14,0.42000000000000004,0.44271887242357316,1.54005,1.3211666666666666,2.1967,0.8834,0.65665,0.6921698751831887,1.6749999999999998,1.5166666666666666,2.15,1.2,0.475,0.5006939628599933,9.5,12.0,17.0,2.0,7.5,7.905694150420948,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,9.5,12.0,17.0,2.0,7.5,7.905694150420948,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,147.25,105.43333333333334,272.7,21.8,125.45,132.23591082270772
33,CdCl2,P-3m1,1.717623519474984,AB2,AB2-164-bd,32.5,27.333333333333332,48,17,15.5,16.338434577536628,2.425,2.67,3.16,1.69,0.7350000000000001,0.7747580267412529,-11.543700000000001,-12.304766666666666,-9.2605,-13.8269,2.2832,2.406704117898814,-1.03765,-1.9205666666666665,1.6111,-3.6864,2.6487499999999997,2.7920276507903314,-7.12585,-7.615466666666666,-5.657,-8.5947,1.4688499999999998,1.548303847046108,1.9905,2.9684000000000004,4.9242,-0.9432,2.9337,3.0923913238786582,0.9570000000000001,0.8641666666666667,1.2355,0.6785,0.2785,0.2935647761189646,1.28035,1.1058000000000001,1.804,0.7567,0.5236500000000001,0.5519755655823906,0.93405,1.0723333333333334,1.3489,0.5192,0.41485,0.4372902957736174,1.2349999999999999,1.1533333333333333,1.48,0.99,0.245,0.25825267558041765,0.9961,0.9163,1.2355,0.7567,0.2394,0.2523497572814367,1.23,1.16,1.44,1.02,0.20999999999999996,0.22135943621178653,9.5,8.666666666666666,12.0,7.0,2.5,2.6352313834736494,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,14.5,15.333333333333334,17.0,12.0,2.5,2.6352313834736494,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,30.685,25.313333333333333,46.8,14.57,16.115,16.98670149787114
34,CdI2,P-6m2,0.8732183992564817,AB2,AB2-187-bi,50.5,51.333333333333336,53,48,2.5,2.6352313834736503,2.175,2.3366666666666664,2.66,1.69,0.4850000000000001,0.511234888393888,-10.17605,-10.481233333333334,-9.2605,-11.0916,0.9155499999999996,0.9650744372557197,-0.8532,-1.6746333333333332,1.6111,-3.3175,2.4642999999999997,2.5976002793176454,-6.37045,-6.608266666666666,-5.657,-7.0839,0.7134499999999999,0.7520423322157099,1.6418,2.5034666666666667,4.2268,-0.9432,2.585,2.7248292505117537,1.06895,1.0134333333333334,1.2355,0.9024,0.16655000000000003,0.17555911476701452,1.43945,1.3179333333333334,1.804,1.0749,0.36455000000000004,0.38426944033812754,0.46555,0.44766666666666666,0.5192,0.4119,0.05365,0.05655206548934452,1.405,1.3800000000000001,1.48,1.33,0.07499999999999996,0.07905694150420942,1.1552,1.1284333333333334,1.2355,1.0749,0.08030000000000004,0.08464363203717364,1.415,1.4066666666666665,1.44,1.39,0.025000000000000022,0.026352313834736543,14.5,15.333333333333334,17.0,12.0,2.5,2.6352313834736494,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,14.5,15.333333333333334,17.0,12.0,2.5,2.6352313834736494,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,40.7,38.666666666666664,46.8,34.6,6.099999999999998,6.429964575675704
35,Cd2S4,P2_1/c,1.5890365517585379,AB2,AB2-14-de,32.0,26.666666666666668,48,16,16.0,16.865480854231357,2.135,2.283333333333333,2.58,1.69,0.44500000000000006,0.4690711862583096,-10.492650000000001,-10.903366666666665,-9.2605,-11.7248,1.2321499999999999,1.2988001396588222,-0.4939,-1.1955666666666667,1.6111,-2.5989,2.105,2.218864824884813,-6.3327,-6.557933333333334,-5.657,-7.0084,0.6757,0.712250338325258,1.84815,2.7785999999999995,4.6395,-0.9432,2.79135,2.942341248903668,0.9914000000000001,0.9100333333333334,1.2355,0.7473,0.24410000000000004,0.25730399228236717,1.32665,1.1675333333333333,1.804,0.8493,0.47735,0.5031710803604587,0.9562999999999999,1.102,1.3934,0.5192,0.4371,0.46074385508653287,1.25,1.1733333333333333,1.48,1.02,0.22999999999999998,0.24244128727957573,1.0424,0.9780333333333333,1.2355,0.8493,0.1931,0.2035452720595047,1.245,1.18,1.44,1.05,0.19499999999999995,0.20554804791094464,9.0,8.0,12.0,6.0,3.0,3.1622776601683795,4.0,4.666666666666667,6.0,2.0,2.0,2.1081851067789197,14.0,14.666666666666666,16.0,12.0,2.0,2.1081851067789192,1.0,1.3333333333333333,2.0,0.0,1.0,1.0540925533894598,33.085,28.513333333333332,46.8,19.37,13.714999999999998,14.45687936973644
36,CrO2,P-6m2,0.7756154947109049,AB2,AB2-187-bi,16.0,13.333333333333334,24,8,8.0,8.432740427115679,2.55,2.8466666666666662,3.44,1.66,0.89,0.938142372516619,-11.81775,-13.313833333333335,-7.3295,-16.306,4.488250000000001,4.731030902750243,-1.7879,-2.1309666666666667,-0.7587,-2.8171,1.0292,1.084872055948432,-6.7479499999999994,-7.5088,-4.4654,-9.0305,2.28255,2.4060189577391116,2.3492,2.9689333333333336,4.2084,0.49,1.8592,1.959768875261684,0.9437,0.7827333333333334,1.4266,0.4608,0.48290000000000005,0.5090212940317702,0.9198000000000001,0.7576333333333333,1.4063,0.4333,0.48650000000000004,0.5128160272239722,0.7571,0.8630666666666666,1.075,0.4392,0.31789999999999996,0.33509602272250927,1.0,0.91,1.27,0.73,0.27,0.28460498941515416,0.43625,0.4352666666666667,0.4392,0.4333,0.0029499999999999804,0.00310957303249888,1.025,0.9033333333333333,1.39,0.66,0.3649999999999999,0.38474378198715276,6.0,6.0,6.0,6.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,11.0,12.666666666666666,16.0,6.0,5.0,5.270462766947299,4.0,3.3333333333333335,6.0,2.0,2.0,2.1081851067789197,41.62,29.493333333333336,78.0,5.24,36.379999999999995,38.34788709230855
37,FeI2,P-3m1,1.085155333330023,AB2,AB2-164-bd,39.5,44.0,53,26,13.5,14.230249470757707,2.245,2.3833333333333333,2.66,1.83,0.41500000000000004,0.4374484096566258,-9.2487,-9.863,-7.4058,-11.0916,1.8428999999999998,1.9425871666414352,-2.3799,-2.6924333333333332,-1.4423,-3.3175,0.9376,0.9883171780579575,-5.75355,-6.197,-4.4232,-7.0839,1.3303500000000001,1.4023120284016681,1.8506,2.6426666666666665,4.2268,-0.5256,2.3762,2.504734725364034,1.11965,1.0472333333333335,1.3369,0.9024,0.21725,0.2290016072238601,1.391,1.2856333333333334,1.7071,1.0749,0.31610000000000005,0.33319865612640825,0.39705,0.40199999999999997,0.4119,0.3822,0.014850000000000002,0.015653274417833474,1.29,1.3033333333333335,1.33,1.25,0.040000000000000036,0.042163702135578456,0.72855,0.844,1.0749,0.3822,0.34635,0.3650849558664394,1.355,1.3666666666666665,1.39,1.32,0.03499999999999992,0.03689323936863096,12.5,14.0,17.0,8.0,4.5,4.743416490252569,7.5,7.333333333333333,8.0,7.0,0.5,0.52704627669473,12.5,14.0,17.0,8.0,4.5,4.743416490252569,2.5,2.0,4.0,1.0,1.5,1.5811388300841898,46.3,42.4,58.0,34.6,11.7,12.33288287465668
38,HfS2,P-3m1,0.7307218203182446,AB2,AB2-164-bd,44.0,34.666666666666664,72,16,28.0,29.514591494904874,1.94,2.1533333333333333,2.58,1.3,0.64,0.6746192341692543,-9.111650000000001,-9.9827,-6.4985,-11.7248,2.61315,2.754501955889667,-0.9108499999999999,-1.4735333333333334,0.7772,-2.5989,1.68805,1.7793609347490775,-4.85105,-5.570166666666666,-2.6937,-7.0084,2.1573499999999997,2.2740465700547507,2.0806999999999998,2.9336333333333333,4.6395,-0.4781,2.5587999999999997,2.6972120256129495,1.14195,1.0104,1.5366,0.7473,0.39465,0.4159976261951503,1.29045,1.1434,1.7316,0.8493,0.44115,0.4650129299277602,1.14425,1.2272999999999998,1.3934,0.8951,0.24914999999999998,0.26262715967698386,1.26,1.18,1.5,1.02,0.24,0.2529822128134704,0.8722000000000001,0.8645666666666667,0.8951,0.8493,0.022899999999999972,0.024138719472618603,1.4,1.2833333333333334,1.75,1.05,0.35,0.36893239368631087,12.0,10.0,18.0,6.0,6.0,6.324555320336759,5.0,5.333333333333333,6.0,4.0,1.0,1.0540925533894596,10.0,12.0,16.0,4.0,6.0,6.324555320336759,5.0,4.0,8.0,2.0,3.0,3.1622776601683795,64.185,49.24666666666667,109.0,19.37,44.815,47.23915778014864
39,HfSe2,P-3m1,0.39851809134131555,AB2,AB2-164-bd,53.0,46.666666666666664,72,34,19.0,20.027758514399736,1.9249999999999998,2.1333333333333333,2.55,1.3,0.6249999999999999,0.6588078458684122,-8.6462,-9.3621,-6.4985,-10.7939,2.1477000000000004,2.2638745769145427,-0.8786,-1.4305333333333337,0.7772,-2.5344,1.6558000000000002,1.7453664499022676,-4.6021,-5.2382333333333335,-2.6937,-6.5105,1.9084,2.011630228888445,2.1323999999999996,3.0025666666666666,4.7429,-0.4781,2.6105,2.7517086106231847,1.16815,1.0453333333333334,1.5366,0.7997,0.36845,0.38838040129634643,1.3447,1.2157333333333333,1.7316,0.9578,0.3869,0.407828408906382,0.5674,0.45816666666666667,0.8951,0.2397,0.3277,0.34542612974572595,1.33,1.2733333333333332,1.5,1.16,0.17000000000000004,0.17919573407620823,0.92645,0.9369,0.9578,0.8951,0.03134999999999999,0.03304580154875954,1.475,1.3833333333333335,1.75,1.2,0.275,0.2898754521821014,17.0,16.666666666666668,18.0,16.0,1.0,1.0540925533894594,5.0,5.333333333333333,6.0,4.0,1.0,1.0540925533894596,10.0,12.0,16.0,4.0,6.0,6.324555320336759,5.0,4.0,8.0,2.0,3.0,3.1622776601683795,67.62,53.82666666666666,109.0,26.24,41.38,43.61834985925585
40,HfTe2,P-6m2,0.4387410875776827,AB2,AB2-187-bi,62.0,58.666666666666664,72,52,10.0,10.540925533894598,1.7000000000000002,1.8333333333333333,2.1,1.3,0.4,0.4216370213557839,-8.097249999999999,-8.630166666666666,-6.4985,-9.696,1.59875,1.6852304697313985,-0.835,-1.3724,0.7772,-2.4472,1.6122,1.699408014574487,-4.3227,-4.8656999999999995,-2.6937,-5.9517,1.6289999999999998,1.7171167694714295,1.7550000000000001,2.4993666666666665,3.9881,-0.4781,2.2331000000000003,2.3538940809740025,1.24315,1.1453333333333333,1.5366,0.9497,0.29345,0.309323459792137,1.4404,1.3433333333333335,1.7316,1.1492,0.2912,0.30695175154701065,0.6622,0.5845666666666667,0.8951,0.4293,0.2329,0.24549815568440517,1.425,1.4000000000000001,1.5,1.35,0.07499999999999996,0.07905694150420942,1.02215,1.0645,1.1492,0.8951,0.12705,0.13392245890813087,1.565,1.5033333333333332,1.75,1.38,0.18500000000000005,0.19500712237705012,17.0,16.666666666666668,18.0,16.0,1.0,1.0540925533894594,5.0,5.333333333333333,6.0,4.0,1.0,1.0540925533894596,10.0,12.0,16.0,4.0,6.0,6.324555320336759,5.0,4.0,8.0,2.0,3.0,3.1622776601683795,73.0,61.0,109.0,37.0,36.0,37.94733192202055
41,HgCl2,P-3m1,1.5646959505328915,AB2,AB2-164-bd,48.5,38.0,80,17,31.5,33.20391543176798,2.58,2.7733333333333334,3.16,2.0,0.5800000000000001,0.6113736809658867,-12.27295,-12.790933333333333,-10.719,-13.8269,1.5539500000000004,1.6380071233395515,-0.9992,-1.8949333333333334,1.688,-3.6864,2.6872,2.832557509468156,-7.70135,-7.999133333333333,-6.808,-8.5947,0.8933499999999999,0.9416735825704737,2.8918,3.569266666666667,4.9242,0.8594,2.0324,2.1423377055087385,0.923,0.8414999999999999,1.1675,0.6785,0.2445,0.25772562930372295,1.31505,1.1289333333333333,1.8734,0.7567,0.55835,0.5885525771850049,0.9823500000000001,1.1045333333333334,1.3489,0.6158,0.36655,0.38637762544490645,1.24,1.1566666666666665,1.49,0.99,0.25,0.263523138347365,0.9621,0.8936333333333334,1.1675,0.7567,0.20539999999999997,0.216510610466195,1.17,1.12,1.32,1.02,0.15000000000000002,0.15811388300841897,16.5,13.333333333333334,26.0,7.0,9.5,10.013879257199868,4.5,5.333333333333333,7.0,2.0,2.5,2.6352313834736494,14.5,15.333333333333334,17.0,12.0,2.5,2.6352313834736494,0.5,0.6666666666666666,1.0,0.0,0.5,0.5270462766947299,24.42,21.136666666666667,34.27,14.57,9.850000000000001,10.38281165088618
